Clase,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,Promedio_Tiempo(s),Promedio_Memoria(KB),refactor
Programa086,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0981,53673,0
Programa087,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1059,54561,0
Programa088,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1017,55847,0
Programa089,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0839,53880,0
Programa090,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1003,54117,0
Programa091,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1022,54568,0
Programa092,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1044,55871,0
Programa093,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0909,54403,0
Programa094,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0953,53636,0
Programa095,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1016,54624,0
Programa096,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1107,55992,0
Programa097,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1087,54081,0
Programa098,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1246,53287,0
Programa099,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1183,54398,0
Programa100,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1103,55921,0
