Archivo,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,refactor
HttpRange.java,37,114,197,342,151,539,2987.4894837424345,54.88787878787879,71269.56287877719,3959.420159932066,0.7240845643668856,29,0
SpelCompilationCoverageTests.java,106,782,4898,11750,888,16648,133767.20753359838,300.7551253236348,22887507.33200376,1271528.1851113206,28.61908320667973,122,0
ExchangeStrategies.java,11,21,14,31,32,45,164.09775004326937,8.653846153846153,570.8889145696935,31.71605080942742,0.029668499978084056,6,0
ControllerMethodResolver.java,7,17,28,46,24,74,339.28722505336555,9.470588235294118,3213.2496019759915,178.51386677644396,0.07258413744119904,1,0
ReflectionUtils.java,117,283,408,675,400,1083,5434.258569138412,123.6094903438187,95003.12831762675,5277.951573201486,1.1512131860031005,101,0
MessageHeaders.java,16,76,121,203,92,324,2113.6340737624723,21.36842105263158,45165.02283934546,2509.1679355191923,0.42274670836870587,7,0
VersionRequestConditionTests.java,9,71,92,229,80,321,2029.3389184588434,14.514084507042254,29453.996555941383,1636.3331419967435,0.3179129603009018,4,0
CommonAnnotationBeanPostProcessorTests.java,1,3,1,3,4,4,8.0,0.5,4.0,0.2222222222222222,0.0008399473665965822,1,0
UndertowServerHttpRequest.java,18,100,122,228,118,350,2217.5977168248746,18.913690476190474,27966.300464827516,1553.6833591570842,0.33351169230916694,10,0
OptionTagTests.java,8,33,27,79,41,106,567.9005124895169,9.575757575757576,5438.077634748101,302.1154241526723,0.10308030166434692,2,0
MissingFieldException.java,7,11,19,19,18,38,158.45715005480787,6.045454545454546,957.9454980586113,53.21919433658952,0.0323921130240093,2,0
AbstractPropertyAccessorTests.java,9,38,52,112,47,164,910.9525716751326,13.26315789473684,12082.107792743864,671.2282107079924,0.17551216199353864,2,0
ServerResponse.java,36,130,98,222,166,320,1580.4692631731414,26.781967213114754,6805.924947683238,378.1069415379577,0.18319381356793946,13,0
ScheduledExecutorFactoryBeanTests.java,5,11,5,13,16,18,72.0,2.9545454545454546,212.72727272727272,11.818181818181818,0.011878479707948477,2,0
ApiVersionInserter.java,11,43,11,59,54,70,271.07967323299613,7.151315789473684,460.79690359064745,25.599827977258194,0.030924738609168265,6,0
CompositeLog.java,5,35,51,158,40,209,1112.2829718314588,11.285714285714285,12552.907824955033,697.3837680530573,0.1800424739204899,1,0
PathPatternTests.java,8,69,94,223,77,317,1986.5713334002837,12.927536231884059,25681.472889754394,1426.748493875244,0.2901518632955224,6,0
AbstractExpressionTests.java,11,37,103,163,48,266,1411.8975950826896,25.075,33925.41198250397,1884.7451101391096,0.3512048373350946,20,0
AbstractCacheOperationTests.java,5,10,6,13,15,19,74.23092131656186,3.25,241.25049427882604,13.402805237712558,0.012917869310319184,1,0
XmlBeanFactoryTests.java,32,529,1938,4035,561,5973,52685.40588428439,83.16442577030811,3421631.500697477,190090.6389276376,7.678324547749381,29,0
RestTemplate.java,17,195,931,1856,212,2787,21537.714306867634,80.9025641025641,1742456.3123340707,96803.12846300393,4.826733759607112,42,0
OrderUtils.java,16,33,27,50,49,77,320.1164292784314,12.428205128205127,1527.8040241102915,84.87800133946064,0.0591388164531406,12,0
AbstractHttpHandlerIntegrationTestCase.java,7,20,28,39,27,67,318.5774626449524,6.825,2174.2911825518,120.7939545862111,0.0559444765973185,4,0
ConversionException.java,6,13,19,19,19,38,161.42124551085624,4.384615384615384,707.7700764706773,39.320559803926514,0.026473226586864736,1,0
ResourceUrlProvider.java,12,94,143,220,106,363,2442.235125006441,14.042553191489361,34295.21664902662,1905.289813834812,0.35185828300104127,19,0
SimpleNamingContextBuilder.java,15,59,102,146,74,248,1539.9444346759797,18.559322033898304,28580.324677460976,1587.7958154144987,0.3115947875417372,19,0
DefaultListableBeanFactoryTests.java,19,77,70,190,96,260,1448.1504758418303,24.0,21209.152001336835,1178.286222296491,0.2935028624723452,6,0
NativeMessageHeaderAccessor.java,6,12,21,33,18,54,225.17595007788486,8.25,1857.70158814255,103.20564378569722,0.05037279476146874,3,0
MessageHeaderAccessor.java,11,45,58,101,56,159,923.369432607159,12.344444444444445,11398.482662517263,633.2490368065146,0.16882759762348434,7,0
HttpClientErrorException.java,6,55,105,680,61,785,4302.046036935337,40.958188153310104,169887.9253541895,9438.21807523275,1.0272714745181737,25,0
EvaluationTests.java,3,4,5,5,7,10,28.07354922057604,1.875,52.63790478858007,2.924328043810004,0.004681781502311053,1,0
HttpComponentsClientHttpResponse.java,7,25,22,40,32,62,310.0,5.6000000000000005,1736.0000000000002,96.44444444444446,0.04814803407088173,5,0
FreeMarkerViewTests.java,4,16,10,24,20,34,146.94555522617034,3.0,440.83666567851105,24.49092587102839,0.01930770040049198,1,0
BeanFactoryUtils.java,29,88,248,453,117,701,4063.3225890301796,56.96233766233767,165027.0474724787,9168.169304026595,1.0512067468656798,72,0
ProxyFactoryBeanTests.java,9,56,53,91,65,144,867.2209650760974,7.3125,6341.553307118962,352.3085170621646,0.11420256113206699,2,0
Literal.java,11,31,44,72,42,116,625.5088210423362,12.774193548387098,7990.370746218231,443.90948590101283,0.13322632014960856,7,0
HttpStatusCodeException.java,5,11,10,19,16,29,116.0,4.318181818181818,500.90909090909093,27.82828282828283,0.02102412940862831,2,0
AbstractAspectJAdvisorFactoryTests.java,16,186,207,522,202,729,5582.836170926058,22.451612903225808,125343.67661175925,6963.53758954218,0.8348600858625488,13,0
RequestMappingHandlerAdapterTests.java,9,170,368,709,179,1077,8060.069592113604,18.76764705882353,151268.54137434385,8403.807854130215,0.9463341038189117,3,0
InvocableHandlerMethod.java,20,62,63,109,82,172,922.5715535740476,17.817708333333336,8557.04541478581,475.39141193254505,0.17159442498844346,14,0
DefaultWebClient.java,9,41,45,89,50,134,756.276729429813,9.76829268292683,7387.532442357077,410.41846901983763,0.12643821208376127,3,0
ConditionalTestCase.java,5,22,19,35,27,54,256.7639251168273,3.977272727272727,1021.220156714654,56.73445315081411,0.03380324014894276,4,0
PropertySourcesPlaceholderConfigurerTests.java,7,14,7,20,21,27,90.80615605397529,6.15,260.98015748905925,14.498897638281068,0.016917011780421435,2,0
MethodValidationTests.java,24,219,400,921,243,1321,9011.13579816102,48.5625,247107.64986448394,13728.202770249107,1.5459949834727649,6,0
InternalConfigurationPostProcessor.java,5,10,7,13,15,20,78.13781191217038,3.25,253.94788871455373,14.10821603969743,0.01336724217607629,1,0
RSocketClientToServerIntegrationTests.java,16,129,277,419,145,696,4610.789298638903,24.333333333333336,91501.45193039284,5083.413996132936,0.7064758711132137,3,0
CommonAnnotationBeanRegistrationAotContributionTests.java,7,54,62,94,61,156,925.1950246598103,6.092592592592593,5636.8363539458815,313.15757521921563,0.10557693012067099,1,0
HandlerStrategies.java,11,28,18,42,39,60,246.55173497486535,8.75,890.917124893846,49.49539582743589,0.0382902004932205,7,0
AnnotatedElementUtilsTests.java,6,126,127,521,132,648,4564.767389344278,12.404761904761905,56624.852615437354,3145.8251453020753,0.49153011925021656,3,0
MergedSqlConfigTests.java,8,74,58,145,82,203,839.7546715677382,5.42,1299.9277565522355,72.2182086973464,0.051115189583922055,9,0
Jackson2JsonEncoder.java,9,30,20,41,39,61,322.4095353505972,6.15,1982.8186424061728,110.15659124478738,0.05260989167776261,1,0
ConcurrentBeanWrapperTests.java,12,50,52,97,62,149,887.1752502476444,11.64,10326.719912882581,573.7066618268101,0.15807153741099828,6,0
SpelUtilities.java,9,25,34,56,34,90,382.333799324893,10.316176470588236,2703.8502845246417,150.2139046958134,0.0716763319605878,5,0
BridgeMethodResolverTests.java,13,311,824,1860,324,2684,22384.157407742332,38.87459807073955,870175.1223781505,48343.062354341695,3.0382011277840073,8,0
ResourceHttpMessageWriter.java,21,124,161,287,145,448,3023.8178716313955,23.928399034593724,47892.594723224225,2660.6997068457904,0.47001495497745965,11,0
ConversionServiceFactory.java,13,21,37,38,34,75,316.71577468408117,12.107142857142858,3015.48779469315,167.52709970517498,0.07268262628769581,8,0
OrderComparator.java,10,21,14,37,31,51,174.63947465869666,8.722222222222221,578.4646557082286,32.13692531712381,0.03148443625790697,16,0
WebClient.java,6,62,45,124,68,169,1028.7812201713073,6.0,6172.687321027844,342.92707339043574,0.11216609422982969,14,0
ResourceUrlProviderTests.java,9,18,13,36,27,49,232.98948760600993,9.0,2096.9053884540895,116.49474380300497,0.05460905179896727,2,0
TestResourceUtils.java,6,8,6,12,14,18,68.53238859703687,4.5,308.3957486866659,17.133097149259218,0.01521543361852368,1,0
ParameterContentTypeResolver.java,10,39,45,74,49,119,668.1504714497098,9.487179487179487,6338.86344708699,352.1590803937217,0.11417026508824527,3,0
DefaultAsyncServerResponse.java,11,28,40,61,39,101,533.8256241050872,11.982142857142856,6396.374888830597,355.35416049058875,0.11485979011978285,5,0
JRubyScriptUtils.java,35,142,158,330,177,488,2970.7362127209794,35.83017955343537,50609.76794204442,2811.6537745580235,0.5348262813007006,29,0
AbstractDelegatingSmartContextLoader.java,9,31,27,64,40,91,435.0,9.146666666666667,3266.8999999999996,181.49444444444444,0.07643135410077066,5,0
DefaultEntityResponseBuilder.java,16,103,171,386,119,557,3840.413494162525,29.980582524271846,115137.83368906677,6396.546316059265,0.7889039210096782,15,0
ControllerMethodResolverTests.java,5,42,11,68,47,79,438.81251928253334,4.0476190476190474,1776.1459113816825,98.67477285453792,0.04888750111992401,1,0
AutowiredAnnotationBeanPostProcessorTests.java,5,30,36,84,35,120,615.513962033396,7.0,4308.597734233772,239.3665407907651,0.08826110853545578,1,0
AnnotationDrivenCacheBeanDefinitionParser.java,32,186,181,402,218,583,3044.113476119521,32.060540439952206,17731.789598771953,985.0994221539972,0.383015323681776,16,0
SimpMessageHeaderAccessor.java,30,93,57,169,123,226,949.1734295819255,25.629082321187582,4117.73473412637,228.7630407847984,0.14835486199332487,17,0
NettyDataBufferFactory.java,4,14,10,18,18,28,116.75790004038474,2.5714285714285716,300.2346001038465,16.67970000576925,0.01494580249624294,2,0
MergedSqlConfig.java,10,61,89,182,71,271,1666.581469385769,14.918032786885247,24862.117002312294,1381.228722350683,0.2839471294547825,7,0
ServletServerHttpRequest.java,22,129,168,323,151,491,3301.426971964047,24.38784403669725,55002.59741129694,3055.6998561831633,0.5190840498109746,18,0
ProfilesTests.java,10,26,32,46,36,78,403.2541501125003,8.846153846153847,3567.2482509951956,198.180458388622,0.0778217455314522,3,0
XStreamMarshallerTests.java,12,34,22,46,46,68,307.60221301187687,8.117647058823529,1248.5030998717355,69.36128332620753,0.048694714867315865,4,0
ExpressionTestCase.java,11,37,103,163,48,266,1411.8975950826896,25.075,33925.41198250397,1884.7451101391096,0.3512048373350946,20,0
MediaType.java,35,110,169,263,145,432,2215.3677109864993,40.396591970121385,29279.530513673177,1626.6405840929544,0.4346683968770043,45,0
PayloadUtils.java,14,38,43,83,52,126,515.5605455547555,14.833333333333334,2687.448830523688,149.30271280687157,0.09067176510633937,12,0
ClassPathBeanDefinitionScanner.java,5,10,10,13,15,23,89.85848369899593,3.25,292.04007202173676,16.224448445652044,0.014672598820854352,2,0
ApplicationContextAotGeneratorTests.java,33,117,73,167,150,240,1046.2451999790676,24.765526695526695,3688.795872375231,204.93310402084614,0.14545820912486412,8,0
DefaultWebFilterChain.java,10,34,52,100,44,152,829.8336060328692,14.705882352941178,12203.435382836313,677.9686323797952,0.17668519055125892,2,0
WebAsyncManager.java,5,13,6,16,18,22,91.73835003173087,3.076923076923077,282.27184625147964,15.681769236193313,0.014343565507099103,2,0
GroupsMetadataValueDelegateTests.java,7,21,16,30,28,46,221.13832641464978,5.0,1105.691632073249,61.42731289295827,0.035642494712041006,2,0
DataBufferUtils.java,49,218,550,1029,267,1579,10632.331546647401,90.62564102564102,490415.3596114311,27245.297756190615,2.4256836532044153,65,0
PubSubHeaders.java,16,68,104,209,84,313,1847.8712150565796,22.096551724137928,33034.023014046295,1835.2235007803497,0.35192005670458715,9,0
ComponentBeanDefinitionParser.java,14,43,30,64,57,94,402.7569537570307,10.474025974025974,1526.7053501477342,84.81696389709634,0.061515446660208695,5,0
AnnotationConfigContextLoaderUtils.java,15,19,24,30,34,54,221.88527353358214,11.795454545454547,1340.9935902449677,74.4996439024982,0.05044635331688187,2,0
ComponentScanAnnotationIntegrationTests.java,4,35,36,63,39,99,523.2548196673627,3.6,1883.7173508025055,104.65096393347253,0.05084199348510454,1,0
ConfigurationClassUtils.java,24,61,50,97,85,147,695.534061798109,19.17357609710551,6500.809690156123,361.15609389756236,0.13796014078427846,15,0
XmlBeanFactoryTestTypes.java,25,135,187,415,160,602,4031.352846607646,32.22865497076023,91641.45836313695,5091.1921312853865,0.7025255553306731,25,0
GenericTypeResolver.java,32,145,263,437,177,700,4159.176683165038,45.82692307692307,70176.17863187972,3898.676590659985,0.7359913950710124,56,0
MockHttpServletRequestBuilderTests.java,4,17,12,46,21,58,254.75441052116813,5.411764705882353,1378.6709275263217,76.59282930701788,0.04129072327588015,1,0
CronField.java,43,149,207,425,192,632,3666.493974247337,52.91635972843501,80232.96968441477,4457.3872046897095,0.7382767746763914,30,0
DerivedTestBean.java,5,23,18,47,28,65,312.4780699337442,5.108695652173914,1596.3553572702153,88.68640873723419,0.04553008502385875,2,0
RestClientAdapterTests.java,6,61,32,130,67,162,982.706448854159,6.39344262295082,6282.8772959528205,349.0487386640456,0.1134970213675033,1,0
ClientCodecConfigurer.java,5,16,12,24,21,36,158.12342722003538,3.75,592.9628520751327,32.942380670840706,0.02352684744014138,7,0
HttpMethod.java,11,33,33,75,44,108,496.1748090499132,11.958333333333332,3539.8742521645827,196.65968067581014,0.08987512751104403,7,0
AbstractEntityManagerFactoryIntegrationTests.java,9,49,62,106,58,168,984.140807181432,9.73469387755102,9580.309490317206,532.2394161287336,0.15035981107534227,7,0
ObjectUtils.java,184,397,609,957,581,1566,6843.573898911033,213.71259179526965,74605.6883429877,4144.760463499319,1.466529957011248,187,0
AggressiveFactoryBeanInstantiationTests.java,2,2,2,2,4,4,8.0,1.0,8.0,0.4444444444444444,0.0013333333333333333,1,0
Configuration.java,13,28,35,53,41,88,388.93183994052663,12.0,2544.8650367370656,141.38139092983698,0.07044036958610086,10,0
GenericBean.java,30,50,36,71,80,107,378.21165498922556,21.276190476190475,1150.4393141219794,63.91329522899885,0.06950722921909282,7,0
ScriptUtils.java,19,72,101,174,91,275,1608.1706614330608,22.916666666666668,26795.447904486693,1488.6359946937052,0.32247994025647253,23,0
RSocketStrategies.java,10,32,35,53,42,88,428.9095644587768,7.722222222222221,2541.2706232990554,141.18170129439196,0.06534425420053736,16,0
ConfigurationClassAndBFPPTests.java,2,2,2,3,4,5,10.0,1.5,15.0,0.8333333333333334,0.002027400665191133,1,0
MethodValidationAdapterTests.java,14,72,36,107,86,143,694.2729711216398,10.27430930699182,2635.8747461408284,146.43748589671267,0.08712989075962096,3,0
DependencyDescriptor.java,8,10,10,13,18,23,95.90827503317318,5.2,498.72303017250056,27.706835009583365,0.020962916014355668,1,0
AsmUtils.java,26,45,62,95,71,157,608.1756448911553,25.543650793650798,3691.8577334737165,205.10320741520653,0.1211356719770517,25,0
DataBufferUtilsTests.java,11,132,272,553,143,825,5906.893852842171,23.041666666666668,136104.6791925717,7561.371066253983,0.881984154473804,2,0
StringDecoder.java,11,26,13,34,37,47,159.4534584667487,7.25,416.4033050222122,23.13351694567845,0.025470756053468147,5,0
StompHeaderAccessor.java,50,208,180,453,258,633,3641.3769629090802,53.31418704034983,44558.59194032722,2475.4773300181787,0.6638935963331904,25,0
MockitoUtils.java,8,32,32,77,40,109,474.208275126471,9.026315789473685,2075.7800610931067,115.3211145051726,0.06810206581807032,5,0
BeanUtils.java,73,197,370,558,270,928,5281.685085346162,101.12535333440506,108724.12607920822,6040.229226622679,1.2401690706371002,86,0
MetadataReaderFactory.java,4,12,4,16,16,20,60.0,2.6666666666666665,80.0,4.444444444444445,0.007797380635234308,3,0
ReactiveTypeDescriptor.java,20,30,29,46,50,75,273.917857368025,15.416666666666668,1048.813412746577,58.26741181925427,0.05455567258728165,7,0
ScenariosForSpringSecurity.java,6,21,12,24,27,36,171.17595007788486,3.4285714285714284,586.8889716956052,32.60494287197807,0.023365910620090014,2,0
JsonObjectDecoderTests.java,4,10,7,16,14,23,87.56916320732489,3.2,280.2213222634397,15.56785123685776,0.014274016593709563,1,0
RSocketMessageHandlerTests.java,12,89,72,148,101,220,1251.4314313172547,10.053571428571429,6766.981742427495,375.9434301348609,0.14554004988844682,4,0
ExceptionHandlerExceptionResolverTests.java,9,203,654,1308,212,1962,15162.179931852996,28.995073891625616,439628.52748220065,24423.80708234448,1.9272408360461657,2,0
TransportType.java,2,9,4,12,11,16,55.35090589819676,1.3333333333333333,73.80120786426234,4.1000671035701295,0.005864816006249215,1,0
FreePortScanner.java,21,34,37,65,55,102,425.1517545953863,20.497435897435896,3503.1855402142296,194.62141890079056,0.10171970282023701,9,0
JdbcTemplate.java,20,97,127,257,117,384,2474.5489764177623,24.93657505285412,45881.14055723506,2548.9522531797256,0.4491695846088684,19,0
BridgeMethodResolver.java,50,115,142,257,165,399,1795.0751219843075,56.09075077399381,15062.242286807654,836.7912381559807,0.37479746207913683,41,0
ExpressionLanguageScenarioTests.java,11,69,112,275,80,387,2446.586172721409,21.920289855072465,53629.87806146567,2979.4376700814264,0.47404177790355984,7,0
FactoryMethodTests.java,4,12,7,19,16,26,104.0,3.1666666666666665,329.3333333333333,18.296296296296294,0.015896537486793382,1,0
StandardJUnit4FeaturesTests.java,6,29,19,43,35,62,318.01554705058794,4.448275862068966,1414.620881707788,78.590048983766,0.04200543194885183,2,0
LocalVariableTableParameterNameDiscoverer.java,23,70,130,203,93,333,1972.7631095021438,29.3,40951.60164406012,2275.088980225563,0.4160327749825322,15,0
ReflectionTestUtilsTests.java,9,122,330,765,131,1095,7161.816543367654,29.049269212635547,182395.6355015743,10133.09086119857,1.0997217777670825,8,0
