Archivo,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,refactor
ExtendedBeanInfoTests.java,0,3,0,3,3,3,4.754887502163468,0.0,0.0,0.0,0,1,1
Jaxb2XmlDecoderTests.java,14,113,204,362,127,566,3638.405741594645,23.580524344569287,77430.58061502366,4301.69892305687,0.6145456538713842,5,1
SpelDocumentationTests.java,3,6,4,8,9,12,38.039100017307746,2.0,76.07820003461549,4.22656666858975,0.0059848356844364944,1,1
CachedIntrospectionResults.java,44,168,282,472,212,754,4683.2254794494165,54.859195789234306,99556.79814700002,5530.933230388891,0.916546220499058,59,1
ParameterizedDependencyInjectionTests.java,5,29,17,41,34,58,261.0474461086494,3.5166666666666666,713.4804128035287,39.63780071130715,0.02809247980163782,2,1
RSocketServerToClientIntegrationTests.java,15,135,203,332,150,535,3528.3141349080115,17.816363338252174,49878.954159513465,2771.053008861859,0.47006910974835164,4,1
AnnotationUtils.java,168,545,888,1617,713,2505,14164.666889845284,233.6064940028569,334003.12867683754,18555.729370935424,3.223618912229317,259,1
StompBrokerRelayMessageHandlerIntegrationTests.java,38,166,243,475,204,718,4484.563310124414,45.95605413105413,104644.6083056443,5813.589350313572,0.8547094754263191,11,1
DefaultRequestPath.java,21,57,135,180,78,315,1671.3380311658916,33.111111111111114,30529.66920992961,1696.092733884978,0.3931046396691818,8,1
DomUtils.java,31,76,58,132,107,190,796.4053613983605,26.951984126984126,4744.935648047321,263.60753600262893,0.149345617237729,14,1
HttpStatusCode.java,10,10,16,18,20,34,146.94555522617034,9.0,1322.5099970355332,73.47277761308517,0.04016163526339613,2,1
ContentDispositionTests.java,7,31,60,114,38,174,913.1393873391838,12.870967741935484,11752.987598333366,652.9437554629648,0.17231017779024363,1,1
HttpServerErrorException.java,3,32,22,242,35,264,1354.130716473471,11.34375,15360.920314995938,853.3844619442187,0.20597929598888753,12,1
FormTagTests.java,2,12,4,14,14,18,50.53238859703688,1.1666666666666667,29.477226681604847,1.6376237045336026,0.0040075580753711985,2,1
HttpStatus.java,13,21,26,47,34,73,298.3847874112748,15.059090909090909,2428.788999647503,134.93272220263904,0.07323606240429575,10,1
DefaultRSocketRequesterBuilder.java,17,100,137,217,117,354,2337.45573825505,18.05990783410138,38472.475199542256,2137.359733307903,0.384649563270839,8,1
PathMatchingUrlHandlerMappingTests.java,7,52,251,600,59,851,5006.129235006927,40.38461538461539,202170.6037214336,11231.70020674631,1.1482172944780675,5,1
MockHttpServletRequestBuilder.java,3,17,12,42,20,54,233.38411712391758,3.7058823529411766,864.8940811062828,48.049671172571266,0.03025896218661758,2,1
SerializableTypeWrapper.java,28,123,262,482,151,744,4972.683025527643,47.384093031151856,181939.19229036427,10107.732905020235,1.1139751859267637,32,1
ControllerAdviceBean.java,10,27,23,40,37,63,266.4198386369783,7.71764705882353,920.0328938812777,51.112938548959875,0.03946057358075042,3,1
EndpointHandshakeHandler.java,11,34,25,48,45,73,400.90527603206624,7.764705882352942,3112.9115550725146,172.93953083736193,0.07106513733431119,3,1
ConcreteTransactionalJUnit38SpringContextTests.java,18,92,60,200,110,260,1518.6638163590158,16.604761904761904,15853.353501887546,880.7418612159747,0.22377460162350557,6,1
AnnotationConfigUtils.java,48,161,204,369,209,573,2924.0938681837715,52.42045070768475,35163.36811028435,1953.5204505713525,0.5378058937154211,35,1
BeanWrapperAutoGrowingTests.java,5,42,55,135,47,190,1055.371881818751,8.035714285714286,8480.666907472107,471.14816152622814,0.13862197513705285,1,1
AotIntegrationTests.java,20,63,60,91,83,151,792.3271202604114,14.472727272727273,5176.676281486856,287.59312674926974,0.121580980081447,6,1
ContextLoaderUtils.java,14,32,30,60,46,90,407.1205760451312,13.125,2671.7287802961737,148.42937668312075,0.08086308816076702,9,1
BodyExtractors.java,9,56,99,152,65,251,1511.614321070142,12.214285714285715,18463.28920735674,1025.7382892975966,0.2328545849061484,3,1
BodyPopulators.java,8,49,77,113,57,190,1108.2491026913008,9.224489795918368,10223.032539111591,567.9462521728661,0.15701166078733597,1,1
ConfigurationClassMethodVisitor.java,5,25,18,38,30,56,274.78587335407707,3.8,1044.1863187454928,58.01035104141627,0.034308158756206276,1,1
RestClient.java,17,146,173,400,163,573,3948.5499400627864,17.192307692307693,45229.99353807489,2512.7774187819377,0.4371688866517812,72,1
DefaultResponses.java,10,82,154,232,92,386,2518.094915038007,14.146341463414632,35621.8305054157,1978.9905836342057,0.3608745321540606,2,1
DefaultServerRequestObservationConvention.java,3,14,9,18,17,27,110.36149671375915,1.9285714285714288,212.84002937653554,11.824446076474196,0.011882676816786375,3,1
DispatcherApp.java,8,76,79,177,84,256,1636.4332602313627,9.31578947368421,15244.667740050063,846.9259855583368,0.2049387364042207,1,1
HttpHeaders.java,2,4,2,7,6,9,23.264662506490403,1.75,40.71315938635821,2.2618421881310113,0.003944893492189711,1,1
SockJsFrame.java,16,52,56,120,68,176,855.303389209219,16.926470588235293,8687.92312848738,482.6623960270767,0.15433745064495064,9,1
ViewResolutionResultHandler.java,17,222,448,786,239,1234,9749.669641048244,30.094594594594593,293412.35527857346,16300.686404365193,1.4718526823172697,34,1
CachedExpressionEvaluatorTests.java,3,4,3,7,7,10,28.07354922057604,2.625,73.69306670401211,4.0940592613340065,0.005859085449651798,1,1
HttpRange.java,36,101,175,312,137,487,2660.429299491538,53.79621212121212,67034.9003515286,3724.161130640478,0.6723250862075038,26,1
SpelCompilationCoverageTests.java,106,781,4899,11750,887,16649,133708.43179646705,301.38013907470736,22951677.832056873,1275093.212892049,28.66945633047971,122,1
ExchangeStrategies.java,23,49,72,95,72,167,664.4542537263867,22.630952380952383,4133.453370978206,229.63629838767812,0.12299218217427911,15,1
ReflectionUtils.java,113,271,398,659,384,1057,5330.258569138412,120.94282367715203,94725.79498429342,5262.544165794078,1.1370374116042474,98,1
MessageHeaders.java,15,77,129,209,92,338,2204.9639411472704,20.357142857142858,44886.76594478372,2493.7092191546512,0.4210085889517483,8,1
VersionRequestConditionTests.java,8,71,91,228,79,319,2010.906058668496,12.845070422535212,25830.229936699554,1435.0127742610864,0.2912712324430584,3,1
CommonAnnotationBeanPostProcessorTests.java,1,3,1,3,4,4,8.0,0.5,4.0,0.2222222222222222,0.0008399473665965822,1,1
UndertowServerHttpRequest.java,16,95,106,202,111,308,1912.0701520370762,15.712816455696203,18384.213100009023,1021.3451722227235,0.2574184769034944,8,1
OptionTagTests.java,8,33,27,79,41,106,567.9005124895169,9.575757575757576,5438.077634748101,302.1154241526723,0.10308030166434692,2,1
MissingFieldException.java,7,11,19,19,18,38,158.45715005480787,6.045454545454546,957.9454980586113,53.21919433658952,0.0323921130240093,3,1
AbstractPropertyAccessorTests.java,9,38,52,112,47,164,910.9525716751326,13.26315789473684,12082.107792743864,671.2282107079924,0.17551216199353864,2,1
ServerResponse.java,36,130,98,222,166,320,1580.4692631731414,26.781967213114754,6805.924947683238,378.1069415379577,0.18319381356793946,13,1
ScheduledExecutorFactoryBeanTests.java,5,11,5,13,16,18,72.0,2.9545454545454546,212.72727272727272,11.818181818181818,0.011878479707948477,2,1
ApiVersionInserter.java,6,32,6,50,38,56,216.68390525790122,4.34920634920635,350.9001355222425,19.49445197345792,0.02203510219129516,6,1
CompositeLog.java,5,35,51,158,40,209,1112.2829718314588,11.285714285714285,12552.907824955033,697.3837680530573,0.1800424739204899,1,1
PathPatternTests.java,8,69,94,223,77,317,1986.5713334002837,12.927536231884059,25681.472889754394,1426.748493875244,0.2901518632955224,6,1
AbstractExpressionTests.java,11,37,103,163,48,266,1411.8975950826896,25.075,33925.41198250397,1884.7451101391096,0.3512048373350946,20,1
AbstractCacheOperationTests.java,5,10,6,13,15,19,74.23092131656186,3.25,241.25049427882604,13.402805237712558,0.012917869310319184,1,1
XmlBeanFactoryTests.java,34,529,2028,4065,563,6093,53793.23770246553,91.94803921568626,3960856.9548039846,220047.60860022134,8.454277986937019,29,1
RestTemplate.java,18,197,944,1869,215,2813,21795.66648589515,85.38578680203045,1861040.1317728036,103391.11843182243,5.0433127896807,43,1
OrderUtils.java,12,28,23,43,40,66,285.24725426256595,9.628205128205128,1430.1703340658682,79.45390744810379,0.05207110927879335,9,1
AbstractHttpHandlerIntegrationTestCase.java,7,20,28,39,27,67,318.5774626449524,6.825,2174.2911825518,120.7939545862111,0.0559444765973185,4,1
ConversionException.java,6,14,16,19,20,35,151.26748332105768,4.071428571428571,615.8747535214491,34.21526408452495,0.024129056828174428,1,1
ResourceUrlProvider.java,11,72,104,158,83,262,1670.2603310128943,12.069444444444446,20159.11427291952,1119.9507929399733,0.24690300541944657,17,1
SimpleNamingContextBuilder.java,15,59,102,146,74,248,1539.9444346759797,18.559322033898304,28580.324677460976,1587.7958154144987,0.3115947875417372,19,1
DefaultListableBeanFactoryTests.java,19,77,70,190,96,260,1448.1504758418303,24.0,21209.152001336835,1178.286222296491,0.2935028624723452,6,1
NativeMessageHeaderAccessor.java,6,12,21,33,18,54,225.17595007788486,8.25,1857.70158814255,103.20564378569722,0.05037279476146874,3,1
MessageHeaderAccessor.java,11,45,58,101,56,159,923.369432607159,12.344444444444445,11398.482662517263,633.2490368065146,0.16882759762348434,7,1
HttpClientErrorException.java,3,44,46,494,47,540,2999.4779799059243,16.84090909090909,50513.935979779315,2806.3297766544065,0.4554977313535672,24,1
EvaluationTests.java,3,4,5,5,7,10,28.07354922057604,1.875,52.63790478858007,2.924328043810004,0.004681781502311053,1,1
HttpComponentsClientHttpResponse.java,7,25,22,40,32,62,310.0,5.6000000000000005,1736.0000000000002,96.44444444444446,0.04814803407088173,5,1
FreeMarkerViewTests.java,4,16,10,24,20,34,146.94555522617034,3.0,440.83666567851105,24.49092587102839,0.01930770040049198,1,1
BeanFactoryUtils.java,39,141,330,596,180,926,5632.3505380831375,64.42293186265789,206918.36371292034,11495.464650717797,1.2936763356490542,97,1
ProxyFactoryBeanTests.java,9,56,53,91,65,144,867.2209650760974,7.3125,6341.553307118962,352.3085170621646,0.11420256113206699,2,1
Literal.java,11,31,44,72,42,116,625.5088210423362,12.774193548387098,7990.370746218231,443.90948590101283,0.13322632014960856,7,1
HttpStatusCodeException.java,5,11,10,19,16,29,116.0,4.318181818181818,500.90909090909093,27.82828282828283,0.02102412940862831,2,1
AbstractAspectJAdvisorFactoryTests.java,16,186,207,522,202,729,5582.836170926058,22.451612903225808,125343.67661175925,6963.53758954218,0.8348600858625488,13,1
RequestMappingHandlerAdapterTests.java,9,170,369,710,179,1079,8075.037223668132,18.794117647058826,151763.19958599817,8431.288865888788,0.9483960314567964,3,1
InvocableHandlerMethod.java,20,62,63,109,82,172,922.5715535740476,17.817708333333336,8557.04541478581,475.39141193254505,0.17159442498844346,14,1
DefaultWebClient.java,9,41,45,89,50,134,756.276729429813,9.76829268292683,7387.532442357077,410.41846901983763,0.12643821208376127,3,1
ConditionalTestCase.java,5,22,19,35,27,54,256.7639251168273,3.977272727272727,1021.220156714654,56.73445315081411,0.03380324014894276,4,1
PropertySourcesPlaceholderConfigurerTests.java,7,14,7,20,21,27,90.80615605397529,6.15,260.98015748905925,14.498897638281068,0.016917011780421435,2,1
MethodValidationTests.java,24,220,402,925,244,1327,9063.48732766126,48.48159814323608,248336.6428360755,13796.480157559748,1.5505524780219861,6,1
InternalConfigurationPostProcessor.java,5,10,7,13,15,20,78.13781191217038,3.25,253.94788871455373,14.10821603969743,0.01336724217607629,1,1
MockRequest.java,9,99,242,533,108,775,5235.037814176688,24.227272727272727,126830.6888616443,7046.149381202461,0.8414499961762943,2,1
RSocketClientToServerIntegrationTests.java,16,129,277,419,145,696,4610.789298638903,24.333333333333336,91501.45193039284,5083.413996132936,0.7064758711132137,3,1
CommonAnnotationBeanRegistrationAotContributionTests.java,7,54,62,94,61,156,925.1950246598103,6.092592592592593,5636.8363539458815,313.15757521921563,0.10557693012067099,1,1
HandlerStrategies.java,11,38,27,58,49,85,395.17173713963973,8.833333333333334,1476.8806298563593,82.04892388090886,0.05128831744140033,10,1
AnnotatedElementUtilsTests.java,6,117,108,461,123,569,3950.2907535380273,11.820512820512821,46694.462496949505,2594.136805386084,0.4322373902113284,3,1
UndertowWebSocketClient.java,11,100,91,224,111,315,2140.2409979002837,12.32,26367.769094131494,1464.876060785083,0.29529833835056246,4,1
MergedSqlConfigTests.java,8,74,58,145,82,203,839.7546715677382,5.42,1299.9277565522355,72.2182086973464,0.051115189583922055,9,1
Jackson2JsonEncoder.java,9,30,20,41,39,61,322.4095353505972,6.15,1982.8186424061728,110.15659124478738,0.05260989167776261,1,1
ConcurrentBeanWrapperTests.java,12,50,52,97,62,149,887.1752502476444,11.64,10326.719912882581,573.7066618268101,0.15807153741099828,6,1
SpelUtilities.java,10,27,40,61,37,101,445.85261194388374,11.55921052631579,3695.131297462143,205.28507208123014,0.08689611103281815,5,1
BridgeMethodResolverTests.java,13,311,830,1869,324,2699,22509.2551577856,39.062700964630224,879272.3031651394,48848.46128695219,3.0593395003580444,8,1
ConversionServiceFactory.java,15,49,89,132,64,221,1061.259477233759,16.421658986175117,5356.748933723965,297.5971629846647,0.133648007002186,8,1
OrderComparator.java,10,17,14,31,27,45,142.88757144927206,9.7,500.19174440493174,27.788430244718427,0.028979520184210388,10,1
WebClient.java,10,69,45,132,79,177,989.7836824583133,9.118796992481204,5584.233940633656,310.235218924092,0.11312812749914322,14,1
ResourceUrlProviderTests.java,9,18,13,36,27,49,232.98948760600993,9.0,2096.9053884540895,116.49474380300497,0.05460905179896727,2,1
TestResourceUtils.java,6,8,6,12,14,18,68.53238859703687,4.5,308.3957486866659,17.133097149259218,0.01521543361852368,1,1
DefaultAsyncServerResponse.java,11,28,40,61,39,101,533.8256241050872,11.982142857142856,6396.374888830597,355.35416049058875,0.11485979011978285,5,1
JRubyScriptUtils.java,35,142,158,330,177,488,2970.7362127209794,35.83017955343537,50609.76794204442,2811.6537745580235,0.5348262813007006,29,1
AbstractDelegatingSmartContextLoader.java,8,30,25,61,38,86,402.92368526624745,7.916666666666667,2552.2348755471703,141.79082641928724,0.06524902143765783,5,1
DefaultEntityResponseBuilder.java,16,103,171,386,119,557,3840.413494162525,29.980582524271846,115137.83368906677,6396.546316059265,0.7889039210096782,15,1
ControllerMethodResolverTests.java,5,42,11,68,47,79,438.81251928253334,4.0476190476190474,1776.1459113816825,98.67477285453792,0.04888750111992401,1,1
AutowiredAnnotationBeanPostProcessorTests.java,5,30,36,84,35,120,615.513962033396,7.0,4308.597734233772,239.3665407907651,0.08826110853545578,1,1
AnnotationDrivenCacheBeanDefinitionParser.java,32,181,173,387,213,560,2908.0996505200196,31.591473502832528,16907.51919581519,939.3066219897328,0.3684624165820861,16,1
SimpMessageHeaderAccessor.java,12,49,25,97,61,122,626.7166377284478,10.738461538461538,4414.445245566624,245.24695808703467,0.09659067165524919,6,1
ResolvableMethod.java,7,8,7,12,15,19,55.548875021634686,5.25,161.77895631814926,8.987719795452737,0.011878187438148478,2,1
NettyDataBufferFactory.java,4,14,10,18,18,28,116.75790004038474,2.5714285714285716,300.2346001038465,16.67970000576925,0.01494580249624294,2,1
DelegatingSmartContextLoader.java,17,73,105,220,90,325,1822.639965699036,26.087719298245613,35474.25997156127,1970.7922206422927,0.3830868880432465,38,1
MergedSqlConfig.java,10,61,89,180,71,269,1654.2819751467596,14.754098360655739,24407.438977575144,1355.968832087508,0.28047461038261856,7,1
SynthesizedAnnotationInvocationHandler.java,4,10,4,16,14,20,56.14709844115208,3.2,90.95829947466638,5.053238859703688,0.008446873950704667,2,1
ServletServerHttpRequest.java,22,129,168,323,151,491,3301.426971964047,24.38784403669725,55002.59741129694,3055.6998561831633,0.5190840498109746,18,1
ProfilesTests.java,10,26,32,46,36,78,403.2541501125003,8.846153846153847,3567.2482509951956,198.180458388622,0.0778217455314522,3,1
XStreamMarshallerTests.java,12,34,22,46,46,68,307.60221301187687,8.117647058823529,1248.5030998717355,69.36128332620753,0.048694714867315865,4,1
ExpressionTestCase.java,11,37,103,163,48,266,1411.8975950826896,25.075,33925.41198250397,1884.7451101391096,0.3512048373350946,20,1
MediaType.java,35,106,169,258,141,427,2181.910779665658,40.738888888888894,29145.97360915901,1619.2207560643892,0.43254986851436134,45,1
PayloadUtils.java,14,38,43,83,52,126,515.5605455547555,14.833333333333334,2687.448830523688,149.30271280687157,0.09067176510633937,12,1
ClassPathBeanDefinitionScanner.java,5,9,11,13,14,24,91.3765181293825,3.611111111111111,329.97075991165906,18.331708883981058,0.01591704276938352,2,1
ApplicationContextAotGeneratorTests.java,33,117,73,167,150,240,1046.2451999790676,24.765526695526695,3688.795872375231,204.93310402084614,0.14545820912486412,8,1
WebAsyncManager.java,5,13,6,16,18,22,91.73835003173087,3.076923076923077,282.27184625147964,15.681769236193313,0.014343565507099103,2,1
GroupsMetadataValueDelegateTests.java,7,21,16,30,28,46,221.13832641464978,5.0,1105.691632073249,61.42731289295827,0.035642494712041006,2,1
DataBufferUtils.java,45,204,517,920,249,1437,9581.40018278827,81.46879578754579,389258.82865217887,21625.490480676603,2.109426149260742,59,1
PubSubHeaders.java,14,63,102,201,77,303,1819.7976658360035,20.49655172413793,32989.105335293374,1832.7280741829652,0.3477080380903422,7,1
ComponentBeanDefinitionParser.java,14,43,30,64,57,94,402.7569537570307,10.474025974025974,1526.7053501477342,84.81696389709634,0.061515446660208695,5,1
AbstractServerSession.java,14,59,73,150,73,223,1380.330876630244,17.796610169491526,24565.21051630095,1364.733917572275,0.2816819847354706,16,1
AnnotationConfigContextLoaderUtils.java,15,18,23,28,33,51,208.27342394928922,11.545454545454547,1251.4464440476563,69.52480244709201,0.04775757955334871,2,1
ComponentScanAnnotationIntegrationTests.java,4,35,36,63,39,99,523.2548196673627,3.6,1883.7173508025055,104.65096393347253,0.05084199348510454,1,1
ConfigurationClassUtils.java,21,59,46,93,80,139,637.4665509571823,16.38313492063492,4548.595555752334,252.69975309735187,0.11265543578336094,15,1
XmlBeanFactoryTestTypes.java,25,135,187,415,160,602,4031.352846607646,32.22865497076023,91641.45836313695,5091.1921312853865,0.7025255553306731,25,1
GenericTypeResolver.java,43,164,403,710,207,1113,6819.609483298404,84.85363723225235,232654.18657984544,12925.23258776919,1.5781143370464832,86,1
MockHttpServletRequestBuilderTests.java,4,17,12,46,21,58,254.75441052116813,5.411764705882353,1378.6709275263217,76.59282930701788,0.04129072327588015,1,1
CronField.java,44,140,211,427,184,638,3647.0738476273964,58.58001253132832,96134.9184477594,5340.8288026533,0.8190425529257312,32,1
DerivedTestBean.java,5,23,18,47,28,65,312.4780699337442,5.108695652173914,1596.3553572702153,88.68640873723419,0.04553008502385875,2,1
RestClientAdapterTests.java,6,61,32,130,67,162,982.706448854159,6.39344262295082,6282.8772959528205,349.0487386640456,0.1134970213675033,1,1
ClientCodecConfigurer.java,5,16,12,24,21,36,158.12342722003538,3.75,592.9628520751327,32.942380670840706,0.02352684744014138,6,1
HttpMethod.java,4,11,6,17,15,23,89.85848369899593,3.090909090909091,277.74440416053284,15.430244675585158,0.014189778746703258,2,1
AbstractEntityManagerFactoryIntegrationTests.java,9,49,62,106,58,168,984.140807181432,9.73469387755102,9580.309490317206,532.2394161287336,0.15035981107534227,7,1
ObjectUtils.java,178,372,578,903,550,1481,6378.780176985067,209.6356596834538,67682.03763756488,3760.11320208694,1.3992889541839817,178,1
LocalSessionFactoryBean.java,25,260,495,1006,285,1501,11919.256256951028,38.48770491803279,408990.2455573831,22721.680308743507,1.8447325115933617,142,1
AggressiveFactoryBeanInstantiationTests.java,2,2,2,2,4,4,8.0,1.0,8.0,0.4444444444444444,0.0013333333333333333,1,1
Configuration.java,13,29,35,53,42,88,390.9709399578344,11.2,2522.5901567924507,140.14389759958058,0.06946979569783322,10,1
GenericBean.java,30,50,36,71,80,107,378.21165498922556,21.276190476190475,1150.4393141219794,63.91329522899885,0.06950722921909282,7,1
ScriptUtils.java,38,134,209,399,172,608,3521.632027491244,56.18951781970649,81345.8539906561,4519.214110592005,0.8104520941083222,48,1
RSocketStrategies.java,10,32,35,53,42,88,428.9095644587768,7.722222222222221,2541.2706232990554,141.18170129439196,0.06534425420053736,15,1
ConfigurationClassAndBFPPTests.java,2,2,2,3,4,5,10.0,1.5,15.0,0.8333333333333334,0.002027400665191133,1,1
MethodValidationAdapterTests.java,14,72,36,107,86,143,694.2729711216398,10.27430930699182,2635.8747461408284,146.43748589671267,0.08712989075962096,3,1
DependencyDescriptor.java,8,10,10,13,18,23,95.90827503317318,5.2,498.72303017250056,27.706835009583365,0.020962916014355668,1,1
AsmUtils.java,26,45,62,95,71,157,608.1756448911553,25.543650793650798,3691.8577334737165,205.10320741520653,0.1211356719770517,25,1
DataBufferUtilsTests.java,11,132,272,553,143,825,5906.893852842171,23.041666666666668,136104.6791925717,7561.371066253983,0.881984154473804,2,1
StringDecoder.java,11,26,13,34,37,47,159.4534584667487,7.25,416.4033050222122,23.13351694567845,0.025470756053468147,5,1
StompHeaderAccessor.java,19,143,155,399,162,554,3863.0477137937105,23.4,71920.75234221888,3995.597352345493,0.5899990690145126,16,1
MockitoUtils.java,8,32,33,78,40,111,482.54812512935564,9.218623481781377,2151.9613832348414,119.55341017971341,0.06986035186385159,5,1
BeanUtils.java,73,197,370,558,270,928,5281.685085346162,101.12535333440506,108724.12607920822,6040.229226622679,1.2401690706371002,86,1
ConfigurationClassEnhancer.java,15,91,127,215,106,342,2300.948795460614,17.71978021978022,40772.3069525301,2265.12816402945,0.3948713295453112,23,1
MetadataReaderFactory.java,4,12,4,16,16,20,60.0,2.6666666666666665,80.0,4.444444444444445,0.007797380635234308,3,1
ReactiveTypeDescriptor.java,20,23,20,36,43,56,191.80312131118956,15.75,754.1419499132782,41.89677499518211,0.043820626095777165,7,1
ScenariosForSpringSecurity.java,6,21,12,24,27,36,171.17595007788486,3.4285714285714284,586.8889716956052,32.60494287197807,0.023365910620090014,2,1
JsonObjectDecoderTests.java,4,10,7,16,14,23,87.56916320732489,3.2,280.2213222634397,15.56785123685776,0.014274016593709563,1,1
RSocketMessageHandlerTests.java,12,89,72,148,101,220,1251.4314313172547,10.053571428571429,6766.981742427495,375.9434301348609,0.14554004988844682,4,1
ExceptionHandlerExceptionResolverTests.java,9,203,654,1308,212,1962,15162.179931852996,28.995073891625616,439628.52748220065,24423.80708234448,1.9272408360461657,2,1
TransportType.java,2,9,4,12,11,16,55.35090589819676,1.3333333333333333,73.80120786426234,4.1000671035701295,0.005864816006249215,1,1
FreePortScanner.java,21,34,37,65,55,102,425.1517545953863,20.497435897435896,3503.1855402142296,194.62141890079056,0.10171970282023701,9,1
JdbcTemplate.java,19,96,128,267,115,395,2536.992978339561,24.53903743315508,46120.843726223364,2562.269095901298,0.45066386787855617,21,1
BridgeMethodResolver.java,49,128,145,279,177,424,1959.8859408336377,53.69523996039609,16184.85237498303,899.158465276835,0.38874943586452665,42,1
ExpressionLanguageScenarioTests.java,11,70,121,284,81,405,2567.639251168273,22.314285714285713,57295.03586178346,3183.0575478768587,0.49540084422507374,7,1
FactoryMethodTests.java,4,12,7,19,16,26,104.0,3.1666666666666665,329.3333333333333,18.296296296296294,0.015896537486793382,1,1
StandardJUnit4FeaturesTests.java,6,28,20,43,34,63,320.5101589987714,4.607142857142858,1476.636089672911,82.03533831516172,0.04322427633405032,2,1
